unique_id,amount,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger,pickup_day,pickup_month,pickup_year,pickup_weekday,pickup_hour,mid_night_trip,rush_hour_trip,snow_season,pickup_manhattan,pickup_jfk,pickup_brooklyn,pickup_bronx,pickup_laGuardia,drop_manhattan,drop_jfk,drop_brooklyn,drop_bronx,drop_laGuardia,isAirportTrip
11:00.0,5.3,2012-07-13 08:11:00 UTC,-73.982207,40.749085,-73.97556,40.758647,1,13,7,2012,4,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29:00.0,4.1,2010-02-08 09:29:00 UTC,-73.991758,40.749873,-73.989323,40.74391,1,8,2,2010,0,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0
39:01.0,7.0,2014-09-07 08:39:01 UTC,-74.004858,40.723666,-73.989361,40.747738,1,7,9,2014,6,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56:00.0,4.0,2014-12-05 07:56:00 UTC,-73.988627,40.74851,-73.982392,40.746077,2,5,12,2014,4,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11:32.0,4.1,2010-03-07 10:11:32 UTC,-73.990982,40.734175,-73.997376,40.724625,1,7,3,2010,6,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51:08.0,11.5,2013-12-28 20:51:08 UTC,-73.986072,40.766902,-73.96948,40.761335,1,28,12,2013,5,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
41:00.0,7.0,2014-02-21 22:41:00 UTC,-73.95137,40.78244,-73.937965,40.804677,1,21,2,2014,4,22,0,0,1,1,0,0,0,0,1,0,0,0,0,0
43:00.0,6.0,2014-09-18 18:43:00 UTC,-73.981253,40.780702,-73.98186,40.773192,2,18,9,2014,3,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
45:41.0,5.5,2013-01-04 08:45:41 UTC,-73.980758,40.748446,-73.973675,40.757785,1,4,1,2013,4,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0
54:13.0,10.5,2010-04-28 22:54:13 UTC,-73.981024,40.759638,-73.963135,40.766129,4,28,4,2010,2,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21:21.0,17.3,2010-12-14 20:21:21 UTC,-73.981952,40.775308,-73.934179,40.853177,1,14,12,2010,1,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0
58:53.0,8.9,2009-01-24 15:58:53 UTC,-73.998126,40.723873,-74.006738,40.740645,1,24,1,2009,5,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
59:27.0,7.0,2014-02-05 21:59:27 UTC,-73.987477,40.71985,-73.980028,40.734978,1,5,2,2014,2,21,0,0,1,1,0,0,0,0,1,0,0,0,0,0
17:00.0,5.5,2014-03-04 06:17:00 UTC,-73.987885,40.744955,-73.952933,40.786775,5,4,3,2014,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00:18.0,6.9,2011-05-31 08:00:18 UTC,-73.965252,40.763339,-73.951961,40.769139,2,31,5,2011,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11:55.0,3.3,2012-07-02 16:11:55 UTC,-74.00711,40.743862,-74.003337,40.748877,0,2,7,2012,0,16,0,1,0,1,0,0,0,0,1,0,0,0,0,0
11:00.0,9.0,2013-02-20 09:11:00 UTC,-73.987972,40.76491,-74.0042,40.74268,6,20,2,2013,2,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0
47:42.0,45.0,2012-03-09 14:47:42 UTC,-74.006408,40.716998,-73.807251,40.65799,1,9,3,2012,4,14,0,0,0,1,0,0,0,0,0,1,0,0,0,1
08:00.0,3.3,2009-01-30 15:08:00 UTC,-73.959933,40.762522,-73.959602,40.766638,1,30,1,2009,4,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
37:32.0,5.0,2014-06-10 22:37:32 UTC,-73.97452,40.742482,-73.985706,40.746613,1,10,6,2014,1,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
05:11.0,7.3,2010-11-10 20:05:11 UTC,-74.004568,40.72421,-73.981382,40.72899,1,10,11,2010,2,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
43:00.0,6.9,2009-05-13 07:43:00 UTC,-73.981818,40.783335,-73.96748,40.803038,1,13,5,2009,2,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
43:55.0,4.5,2012-11-20 11:43:55 UTC,-73.975266,40.76086,-73.981611,40.752043,1,20,11,2012,1,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
43:00.0,4.5,2009-12-10 12:43:00 UTC,-73.996792,40.742432,-73.996442,40.735553,1,10,12,2009,3,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31:00.0,8.0,2013-03-03 01:31:00 UTC,-73.978195,40.75848,-73.95769,40.778602,1,3,3,2013,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
35:00.0,4.5,2012-11-19 21:35:00 UTC,-73.948945,40.8093,-73.956488,40.815025,1,19,11,2012,0,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:08.0,13.3,2009-12-28 13:19:08 UTC,-73.955761,40.765995,-73.993483,40.750245,1,28,12,2009,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
03:32.0,10.5,2013-12-05 10:03:32 UTC,-73.988741,40.754238,-73.971414,40.763671,1,5,12,2013,3,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
04:00.0,8.1,2010-01-09 00:04:00 UTC,-73.986007,40.748222,-74.002608,40.734107,1,9,1,2010,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
05:00.0,11.3,2011-05-20 00:05:00 UTC,-73.958043,40.717625,-73.992927,40.697618,1,20,5,2011,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
21:43.0,12.0,2015-05-11 13:21:43 UTC,-74.00679779,40.73974228,-73.98969269,40.75379944,1,11,5,2015,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20:00.0,8.9,2009-08-25 19:20:00 UTC,-73.967363,40.787672,-73.959248,40.76376,1,25,8,2009,1,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
35:36.0,11.7,2009-08-29 12:35:36 UTC,-73.984412,40.762164,-73.945157,40.778471,1,29,8,2009,5,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26:00.0,10.1,2011-02-06 12:26:00 UTC,-73.970995,40.748445,-74.005648,40.745572,1,6,2,2011,6,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0
03:25.0,9.0,2013-04-05 17:03:25 UTC,-73.95743,40.766145,-73.948215,40.789794,1,5,4,2013,4,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
50:25.0,8.5,2010-01-12 08:50:25 UTC,-73.974957,40.732862,-74.003452,40.741142,1,12,1,2010,1,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0
41:00.0,29.8,2012-12-28 13:41:00 UTC,-73.968955,40.754355,-73.8706,40.773777,1,28,12,2012,4,13,0,0,0,1,0,0,0,0,0,0,0,0,1,1
46:49.0,11.5,2015-04-17 10:46:49 UTC,-73.95354462,40.76509857,-73.97531128,40.74776459,1,17,4,2015,4,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13:17.0,6.1,2011-02-26 02:13:17 UTC,-73.985071,40.732447,-74.00322,40.738933,1,26,2,2011,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0
19:35.0,15.7,2012-06-17 22:19:35 UTC,-73.987791,40.738135,-73.954252,40.726417,1,17,6,2012,6,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59:00.0,8.0,2013-03-07 13:59:00 UTC,-73.985585,40.758425,-73.978325,40.74913,1,7,3,2013,3,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28:44.0,7.5,2015-04-12 07:28:44 UTC,-73.98126984,40.75014496,-73.96143341,40.77419281,1,12,4,2015,6,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11:00.0,5.3,2012-05-20 13:11:00 UTC,-73.965175,40.772433,-73.969532,40.785077,5,20,5,2012,6,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40:26.0,4.5,2011-05-06 17:40:26 UTC,-74.006224,40.734373,-74.002428,40.745097,1,6,5,2011,4,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
09:00.0,9.3,2009-07-23 13:09:00 UTC,-73.973108,40.744087,-73.975367,40.76419,1,23,7,2009,3,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
03:48.0,6.5,2011-04-17 18:03:48 UTC,-74.001489,40.730819,-73.983682,40.72588,2,17,4,2011,6,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
29:06.0,10.1,2010-03-17 12:29:06 UTC,-73.989296,40.768146,-73.991455,40.743436,1,17,3,2010,2,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22:14.0,8.5,2015-02-26 15:22:14 UTC,-73.97563171,40.74477768,-73.99093628,40.73391342,1,26,2,2015,3,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
20:45.0,10.5,2011-02-04 20:20:45 UTC,-73.967898,40.762898,-73.975877,40.730698,1,4,2,2011,4,20,0,1,1,1,0,0,0,0,1,0,0,0,0,0
22:08.0,15.0,2013-04-04 21:22:08 UTC,-74.003785,40.707968,-73.98374,40.75549,4,4,4,2013,3,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21:25.0,57.33,2014-06-03 09:21:25 UTC,-73.971242,40.800218,-73.782449,40.648748,1,3,6,2014,1,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1
14:00.0,5.3,2012-05-22 09:14:00 UTC,-73.988567,40.753677,-73.98505,40.747135,1,22,5,2012,1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:00.0,6.9,2009-01-15 21:19:00 UTC,-73.984263,40.761438,-73.988617,40.77902,1,15,1,2009,3,21,0,0,1,1,0,0,0,0,1,0,0,0,0,0
02:53.0,6.9,2011-12-31 15:02:53 UTC,-74.009441,40.710585,-74.014801,40.709512,2,31,12,2011,5,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
05:06.0,5.5,2013-07-31 10:05:06 UTC,-73.98177,40.732486,-73.975069,40.741871,1,31,7,2013,2,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16:59.0,3.7,2011-05-06 15:16:59 UTC,-74.000432,40.746766,-73.994864,40.750201,1,6,5,2011,4,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38:28.0,10.5,2012-09-02 23:38:28 UTC,-73.975435,40.749023,-73.966686,40.78899,1,2,9,2012,6,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
43:46.0,6.9,2010-01-26 20:43:46 UTC,-73.960207,40.776373,-73.97504,40.757976,1,26,1,2010,1,20,0,1,1,1,0,0,0,0,1,0,0,0,0,0
34:54.0,4.9,2009-09-02 19:34:54 UTC,-73.994446,40.746062,-73.998094,40.733861,1,2,9,2009,2,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
36:44.0,8.5,2010-11-20 18:36:44 UTC,-73.997337,40.720617,-73.987575,40.744264,1,20,11,2010,5,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34:25.0,9.0,2014-01-24 19:34:25 UTC,-73.994608,40.7341,-73.990408,40.719145,1,24,1,2014,4,19,0,1,1,1,0,0,0,0,1,0,0,0,0,0
53:43.0,6.0,2013-05-31 19:53:43 UTC,-73.96007,40.762209,-73.955064,40.776926,2,31,5,2013,4,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
08:50.0,8.5,2015-01-09 18:08:50 UTC,-74.00492096,40.72220993,-73.98011017,40.71403122,1,9,1,2015,4,18,0,1,1,1,0,0,0,0,1,0,0,0,0,0
49:00.0,14.5,2012-03-08 10:49:00 UTC,-73.976162,40.788865,-73.970572,40.75906,1,8,3,2012,3,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51:00.0,6.9,2010-12-15 06:51:00 UTC,-73.972585,40.743517,-73.973105,40.761417,2,15,12,2010,2,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21:00.0,8.1,2011-03-02 02:21:00 UTC,-73.985387,40.738542,-74.011712,40.708723,1,2,3,2011,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
55:43.0,18.9,2011-07-10 12:55:43 UTC,-74.00413,40.706347,-73.973087,40.764243,1,10,7,2011,6,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32:00.0,4.5,2009-02-20 12:32:00 UTC,-73.982332,40.742802,-73.98997,40.735357,5,20,2,2009,4,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0
36:38.0,12.5,2009-08-01 22:36:38 UTC,-73.991064,40.734083,-73.975779,40.776242,1,1,8,2009,5,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
08:23.0,7.5,2015-02-13 00:08:23 UTC,-73.98826599,40.72140884,-73.96102905,40.70872879,1,13,2,2015,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
24:00.0,8.1,2011-10-08 20:24:00 UTC,-74.007477,40.743348,-74.004348,40.721735,2,8,10,2011,5,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
53:00.0,9.5,2013-04-26 14:53:00 UTC,-73.973542,40.763255,-73.989635,40.751425,6,26,4,2013,4,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32:00.0,6.9,2011-01-20 01:32:00 UTC,-73.969085,40.75773,-73.948752,40.782905,1,20,1,2011,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
27:00.0,12.0,2014-08-10 18:27:00 UTC,-73.979482,40.764342,-73.996308,40.734602,1,10,8,2014,6,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18:00.0,8.0,2014-12-30 17:18:00 UTC,-73.98699,40.76115,-73.97446,40.78321,2,30,12,2014,1,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
59:27.0,4.5,2012-02-04 07:59:27 UTC,-73.956354,40.80303,-73.965617,40.80546,1,4,2,2012,5,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0
57:32.0,7.5,2015-05-23 22:57:32 UTC,-73.99179077,40.72468948,-73.98051453,40.74279022,3,23,5,2015,5,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:33.0,7.7,2009-02-07 15:42:33 UTC,-73.976123,40.788586,-73.954819,40.80516,1,7,2,2009,5,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
27:00.0,15.3,2011-04-23 18:27:00 UTC,-73.9994,40.724792,-73.981267,40.769043,1,23,4,2011,5,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
22:00.0,14.9,2011-12-07 09:22:00 UTC,-73.974663,40.752685,-74.010132,40.702078,1,7,12,2011,2,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
08:55.0,20.1,2011-02-19 23:08:55 UTC,-73.988776,40.720197,-73.950746,40.771444,1,19,2,2011,5,23,0,0,1,1,0,0,0,0,1,0,0,0,0,0
20:00.0,14.0,2013-06-01 13:20:00 UTC,-74.008067,40.74687,-73.977695,40.752047,1,1,6,2013,5,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00:00.0,52.0,2014-10-04 04:00:00 UTC,-73.78235,40.64465,-73.99267,40.75636,6,4,10,2014,5,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1
12:00.0,8.5,2011-09-25 23:12:00 UTC,-73.97699,40.76418,-73.97674,40.739185,1,25,9,2011,6,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
55:18.0,15.5,2015-02-04 07:55:18 UTC,-73.97942352,40.76256561,-73.95207977,40.79030991,1,4,2,2015,2,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0
56:05.0,4.0,2014-09-29 09:56:05 UTC,-73.987024,40.739307,-73.98333,40.736472,1,29,9,2014,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41:00.0,48.33,2013-07-15 09:41:00 UTC,-73.865645,40.771475,-74.014182,40.70437,5,15,7,2013,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1
59:07.0,6.0,2013-05-25 00:59:07 UTC,-73.999062,40.744543,-73.992323,40.761688,1,25,5,2013,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
56:00.0,7.3,2010-11-24 21:56:00 UTC,-73.975502,40.763707,-73.997433,40.763878,1,24,11,2010,2,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24:00.0,9.0,2012-10-20 15:24:00 UTC,-73.972238,40.794107,-73.982362,40.773852,1,20,10,2012,5,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:00.0,2.9,2010-08-24 19:42:00 UTC,-74.005968,40.735265,-74.002938,40.739062,1,24,8,2010,1,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
15:10.0,34.27,2010-06-13 23:15:10 UTC,-73.98001,40.784049,-73.846689,40.719288,1,13,6,2010,6,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57:00.0,7.3,2010-02-09 16:57:00 UTC,-73.982142,40.773045,-73.980018,40.754465,1,9,2,2010,1,16,0,1,1,1,0,0,0,0,1,0,0,0,0,0
39:15.0,7.5,2015-01-17 18:39:15 UTC,-73.97504425,40.76074982,-73.99192047,40.75409317,1,17,1,2015,5,18,0,1,1,1,0,0,0,0,1,0,0,0,0,0
24:00.0,19.5,2013-04-11 15:24:00 UTC,-73.989047,40.716617,-73.976927,40.757787,1,11,4,2013,3,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41:00.0,8.0,2014-08-09 12:41:00 UTC,-73.991957,40.750107,-73.979987,40.734972,2,9,8,2014,5,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:00.0,9.0,2013-11-24 11:42:00 UTC,-73.95774,40.773617,-73.977087,40.758465,6,24,11,2013,6,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15:00.0,4.1,2010-02-14 03:15:00 UTC,-73.985457,40.662013,-73.99311,40.665428,1,14,2,2010,6,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0
52:00.0,10.5,2013-01-25 01:52:00 UTC,-74.006932,40.739832,-73.986703,40.72567,5,25,1,2013,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
54:03.0,6.1,2011-09-14 05:54:03 UTC,-73.989293,40.755811,-73.985176,40.745214,1,14,9,2011,2,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0
00:00.0,6.9,2009-12-17 00:00:00 UTC,-73.996598,40.725313,-74.004668,40.707207,4,17,12,2009,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
28:00.0,45.0,2012-07-19 16:28:00 UTC,-73.789755,40.646727,-73.963507,40.765752,1,19,7,2012,3,16,0,1,0,0,1,0,0,0,1,0,0,0,0,1
52:00.0,5.3,2012-06-23 03:52:00 UTC,-74.004313,40.742485,-73.991363,40.747205,1,23,6,2012,5,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
25:21.0,7.5,2015-04-06 07:25:21 UTC,-73.97605133,40.74395752,-73.9716568,40.75987244,2,6,4,2015,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14:54.0,4.5,2010-06-09 15:14:54 UTC,-73.947809,40.778736,-73.946193,40.772152,1,9,6,2010,2,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:00.0,8.1,2011-04-12 21:19:00 UTC,-73.979735,40.767423,-73.955845,40.77378,1,12,4,2011,1,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15:00.0,7.3,2010-06-18 08:15:00 UTC,-73.960983,40.760803,-73.983035,40.763238,5,18,6,2010,4,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49:00.0,3.7,2012-04-17 18:49:00 UTC,-73.979945,40.78604,-73.97614,40.791262,1,17,4,2012,1,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
25:00.0,4.5,2014-04-17 08:25:00 UTC,-73.968272,40.758277,-73.97313,40.755122,1,17,4,2014,3,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47:00.0,5.3,2011-01-16 14:47:00 UTC,-73.992195,40.74929,-74.00151,40.732168,1,16,1,2011,6,14,0,0,1,1,0,0,0,0,1,0,0,0,0,0
48:00.0,9.7,2011-11-28 10:48:00 UTC,-73.970595,40.762723,-73.998615,40.755013,3,28,11,2011,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:39.0,5.3,2011-09-29 19:19:39 UTC,-73.987987,40.738063,-73.978163,40.752127,1,29,9,2011,3,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
41:03.0,10.5,2013-07-14 08:41:03 UTC,-73.985014,40.738516,-73.963001,40.775135,1,14,7,2013,6,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18:56.0,11.0,2013-11-02 04:18:56 UTC,-73.943002,40.811433,-73.949158,40.781775,2,2,11,2013,5,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
50:02.0,16.5,2013-09-26 22:50:02 UTC,-73.979884,40.752068,-74.006092,40.706963,1,26,9,2013,3,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
05:00.0,7.7,2009-11-29 13:05:00 UTC,-73.990995,40.765907,-73.969547,40.761563,1,29,11,2009,6,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
08:00.0,11.0,2014-04-02 18:08:00 UTC,-73.99307,40.72796,-73.97394,40.75176,1,2,4,2014,2,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
36:00.0,6.1,2011-06-08 22:36:00 UTC,-73.988438,40.75992,-73.980083,40.775563,2,8,6,2011,2,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
04:17.0,8.5,2012-09-29 11:04:17 UTC,-74.010286,40.71174,-73.997007,40.720133,1,29,9,2012,5,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
03:30.0,8.5,2015-06-19 07:03:30 UTC,-73.99022675,40.75596237,-73.96977997,40.76301193,1,19,6,2015,4,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32:46.0,9.3,2010-09-07 12:32:46 UTC,-73.982208,40.761162,-74.008515,40.719368,1,7,9,2010,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45:35.0,14.0,2015-06-08 08:45:35 UTC,-73.9954071,40.73738098,-74.01361084,40.71530914,3,8,6,2015,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:23.0,11.3,2010-05-10 17:19:23 UTC,-73.956642,40.774254,-73.959367,40.798847,1,10,5,2010,0,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
45:08.0,14.9,2011-09-24 02:45:08 UTC,-73.999448,40.730018,-73.963363,40.762681,1,24,9,2011,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
07:13.0,4.9,2009-01-23 10:07:13 UTC,-73.995752,40.723364,-73.997387,40.723238,1,23,1,2009,4,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0
05:00.0,7.5,2014-10-03 15:05:00 UTC,-73.99049,40.755962,-73.9751,40.76515,4,3,10,2014,4,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31:21.0,11.5,2015-04-14 14:31:21 UTC,-73.95768738,40.76872635,-73.9774704,40.75798798,1,14,4,2015,1,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47:00.0,4.0,2014-11-28 08:47:00 UTC,-73.994457,40.750212,-74.000895,40.74714,2,28,11,2014,4,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32:20.0,12.1,2010-12-22 17:32:20 UTC,-73.964103,40.776538,-73.985048,40.750902,2,22,12,2010,2,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
22:00.0,11.7,2012-05-23 14:22:00 UTC,-73.967017,40.761313,-73.975833,40.786378,1,23,5,2012,2,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14:01.0,3.7,2012-07-11 22:14:01 UTC,-73.985721,40.772129,-73.988727,40.77727,1,11,7,2012,2,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33:44.0,3.3,2010-02-26 20:33:44 UTC,-73.976491,40.780749,-73.97799,40.784794,1,26,2,2010,4,20,0,1,1,1,0,0,0,0,1,0,0,0,0,0
06:00.0,12.9,2012-04-19 10:06:00 UTC,-73.991797,40.752488,-73.957952,40.768643,1,19,4,2012,3,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22:00.0,16.5,2014-07-27 08:22:00 UTC,-73.95485,40.76542,-74.00751,40.73877,2,27,7,2014,6,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51:00.0,7.7,2011-12-13 23:51:00 UTC,-73.977513,40.755082,-73.954387,40.78697,5,13,12,2011,1,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28:37.0,15.3,2010-05-31 03:28:37 UTC,-74.006819,40.743992,-73.961497,40.813201,3,31,5,2010,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
30:10.0,4.5,2011-05-21 23:30:10 UTC,-73.99799,40.725395,-73.998298,40.721389,2,21,5,2011,5,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28:35.0,11.7,2009-11-28 15:28:35 UTC,-73.999532,40.717778,-73.983303,40.759296,1,28,11,2009,5,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
43:00.0,8.9,2009-04-05 14:43:00 UTC,-73.990028,40.738035,-73.981372,40.760322,2,5,4,2009,6,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47:15.0,20.0,2015-01-09 21:47:15 UTC,-74.00217438,40.71871567,-73.98020172,40.66117859,2,9,1,2015,4,21,0,0,1,1,0,0,0,0,0,0,1,0,0,0
26:00.0,4.0,2012-11-07 19:26:00 UTC,-73.976672,40.776467,-73.982122,40.776247,1,7,11,2012,2,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10:00.0,4.9,2009-12-02 02:10:00 UTC,-73.970797,40.761033,-73.98052,40.744387,2,2,12,2009,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22:00.0,5.3,2010-08-20 08:22:00 UTC,-73.991225,40.763772,-74.00487,40.751723,1,20,8,2010,4,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:00.0,4.5,2011-01-05 10:19:00 UTC,-73.969377,40.757398,-73.965452,40.764813,1,5,1,2011,2,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22:24.0,18.5,2010-04-10 09:22:24 UTC,-73.975041,40.790109,-73.983523,40.734176,1,10,4,2010,5,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28:15.0,20.0,2014-12-16 06:28:15 UTC,-73.992495,40.694152,-73.978062,40.761228,1,16,12,2014,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22:40.0,57.33,2014-09-14 16:22:40 UTC,-73.960027,40.770459,-73.787171,40.647485,1,14,9,2014,6,16,0,1,0,1,0,0,0,0,0,1,0,0,0,1
43:00.0,31.0,2013-02-07 12:43:00 UTC,-73.99403,40.751162,-73.993177,40.688135,1,7,2,2013,3,12,0,0,1,1,0,0,0,0,0,0,1,0,0,0
05:25.0,15.5,2013-04-14 20:05:25 UTC,-73.966503,40.804823,-73.928263,40.82947,1,14,4,2013,6,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0
15:39.0,14.5,2013-06-08 03:15:39 UTC,-73.971823,40.753938,-73.91851,40.773281,1,8,6,2013,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
33:02.0,13.0,2015-01-04 14:33:02 UTC,-73.99412537,40.75113678,-73.98300934,40.78184891,1,4,1,2015,6,14,0,0,1,1,0,0,0,0,1,0,0,0,0,0
26:42.0,4.1,2010-02-13 22:26:42 UTC,-73.988091,40.737806,-73.980321,40.734359,1,13,2,2010,5,22,0,0,1,1,0,0,0,0,1,0,0,0,0,0
